line,mating_status,fusion_id,c_i,T_i_1a,direction_cis,direction_trans
r83,V,F1101_SI,0.0107651789,0.1376734913,+,+
r85,V,F1101_SI,0.0471160215,-0.076909548,+,-
r853,V,F1101_SI,0.024613876,-0.101689183,+,-
r857,V,F1101_SI,0.0177927248,-0.10243449,+,-
r907,V,F1101_SI,-0.008799163,-0.049284814,-,-
w114,V,F1101_SI,-0.017866051,-0.090717608,-,-
w38,V,F1101_SI,0.0280694311,0.0827306482,+,+
w52,V,F1101_SI,0.0056100935,-0.087924325,+,-
w55,V,F1101_SI,0.0133873077,0.1007752756,+,+
w59,V,F1101_SI,-0.000092712,0.1547202836,-,+
w64,V,F1101_SI,0.0059444555,-0.06750624,+,-
w67,V,F1101_SI,0.004024822,-0.086239774,+,-
w68,V,F1101_SI,-0.009716533,-0.054254416,-,-
w76,V,F1101_SI,-0.004875772,-0.078804846,-,-
r101,M,F11767_SI,0.026582124,0.0353060231,+,+
r136,M,F11767_SI,-0.073161698,0.2306767283,-,+
r208,M,F11767_SI,-0.054648236,0.3440224843,-,+
r21,M,F11767_SI,0.0023080241,-0.169711399,+,-
r280,M,F11767_SI,0.0063238512,-0.318592282,+,-
r287,M,F11767_SI,0.0204284878,-0.057923613,+,-
r309,M,F11767_SI,0.0647516701,-0.224690262,+,-
r315,M,F11767_SI,0.0021725747,-0.283851388,+,-
r324,M,F11767_SI,-0.013162663,-0.077877917,-,-
r357,M,F11767_SI,-0.088448582,0.2954932777,-,+
r362,M,F11767_SI,-0.008497559,0.0013065957,-,+
r365,M,F11767_SI,0.0188367163,-0.086519179,+,-
r373,M,F11767_SI,0.0332797624,0.1442645984,+,+
r374,M,F11767_SI,-0.05711196,-0.197248089,-,-
r380,M,F11767_SI,0.0318602586,-0.075356514,+,-
r392,M,F11767_SI,0.1270150245,-0.188590081,+,-
r427,M,F11767_SI,0.0111236822,-0.064215946,+,-
r443,M,F11767_SI,0.0014616305,0.3740683134,+,+
r491,M,F11767_SI,0.0155774004,-0.275406348,+,-
r517,M,F11767_SI,0.0377790352,-0.073625766,+,-
r732,M,F11767_SI,0.061608045,-0.126181257,+,-
r737,M,F11767_SI,-0.002096314,0.2401856379,-,+
r799,M,F11767_SI,0.0104689686,-0.049983464,+,-
r810,M,F11767_SI,-0.097728653,-0.000118903,-,-
r820,M,F11767_SI,0.0289248793,0.2177251726,+,+
r83,M,F11767_SI,-0.063182626,0.373245693,-,+
r85,M,F11767_SI,-0.082682886,0.3463619237,-,+
r853,M,F11767_SI,-0.02310275,-0.042747198,-,-
w114,M,F11767_SI,0.0337480972,0.0112838317,+,+
w38,M,F11767_SI,0.0446966671,0.0039160617,+,+
w52,M,F11767_SI,-0.009474708,-0.260766334,-,-
w55,M,F11767_SI,-0.00884751,-0.238286568,-,-
w76,M,F11767_SI,0.0031992449,0.1938361635,+,+
r101,V,F11767_SI,-0.029014248,0.2386638229,-,+
r136,V,F11767_SI,-0.023786681,0.3234522128,-,+
r208,V,F11767_SI,-0.020229567,0.2492142923,-,+
r21,V,F11767_SI,-0.138400405,0.0492759449,-,+
r280,V,F11767_SI,0.0070220738,-0.299128737,+,-
r287,V,F11767_SI,-0.047058174,-0.082183162,-,-
r309,V,F11767_SI,0.0677972362,-0.039816868,+,-
r315,V,F11767_SI,-0.013346137,-0.273168533,-,-
r324,V,F11767_SI,-0.027596848,-0.083405953,-,-
r357,V,F11767_SI,-0.118503153,0.3124752357,-,+
r362,V,F11767_SI,0.0156900114,-0.014539727,+,-
r365,V,F11767_SI,0.0077435746,-0.052916616,+,-
r373,V,F11767_SI,-0.055908065,0.1429670795,-,+
r374,V,F11767_SI,-0.031821856,-0.237344853,-,-
r380,V,F11767_SI,-0.001459754,-0.079112964,-,-
r392,V,F11767_SI,0.0575233567,-0.169345262,+,-
r427,V,F11767_SI,0.0378976366,-0.092985477,+,-
r443,V,F11767_SI,0.0967369567,0.1965173795,+,+
r491,V,F11767_SI,-0.003735502,-0.277584725,-,-
r517,V,F11767_SI,0.0463611918,-0.096380733,+,-
r732,V,F11767_SI,0.0017333766,-0.069597338,+,-
r737,V,F11767_SI,0.1059102277,0.0708986144,+,+
r799,V,F11767_SI,-0.009695093,-0.032644208,-,-
r810,V,F11767_SI,0.0104150772,0.036739599,+,+
r820,V,F11767_SI,-0.06303208,0.3593462905,-,+
r83,V,F11767_SI,0.1004632239,0.2042065023,+,+
r85,V,F11767_SI,-0.022539334,0.2521610535,-,+
r853,V,F11767_SI,0.1119567275,-0.154907426,+,-
w114,V,F11767_SI,-0.003649425,0.0191705349,-,+
w38,V,F11767_SI,0.0313805536,-0.068928794,+,-
w52,V,F11767_SI,-0.013708281,-0.258710078,-,-
w55,V,F11767_SI,-0.01004308,-0.24109778,-,-
w76,V,F11767_SI,-0.065103541,0.1687106742,-,+
r101,M,F11773_SI,-0.019591906,0.1219637126,-,+
r136,M,F11773_SI,0.00402521,-0.077854385,+,-
r208,M,F11773_SI,0.0018183156,-0.0011365,+,-
r21,M,F11773_SI,0.0073973047,-0.085838478,+,-
r217,M,F11773_SI,0.0088858448,-0.014575338,+,-
r280,M,F11773_SI,0.000903082,-0.076242631,+,-
r287,M,F11773_SI,0.0117833989,-0.072265066,+,-
r309,M,F11773_SI,0.010299959,0.0687951318,+,+
r315,M,F11773_SI,-0.004794015,-0.091178288,-,-
r335,M,F11773_SI,-0.006146349,-0.090018384,-,-
r340,M,F11773_SI,0.0303735378,-0.00565345,+,-
r350,M,F11773_SI,-0.004498312,-0.090252393,-,-
r357,M,F11773_SI,-0.017446223,0.1089555726,-,+
r358,M,F11773_SI,-0.003203936,-0.089581083,-,-
r360,M,F11773_SI,0.0022495841,-0.087279445,+,-
r362,M,F11773_SI,0.0023752898,0.1009789514,+,+
r365,M,F11773_SI,-0.002102256,0.1312513767,-,+
r373,M,F11773_SI,0.0033634607,-0.090937036,+,-
r374,M,F11773_SI,-0.003473067,0.0063436057,-,+
r380,M,F11773_SI,0.0009121272,-0.003256079,+,-
r427,M,F11773_SI,0.0006408815,-0.02447853,+,-
r443,M,F11773_SI,-0.018963009,-0.005322763,-,-
r491,M,F11773_SI,0.0049842745,0.1448074843,+,+
r502,M,F11773_SI,0.0241746171,0.0751528913,+,+
r517,M,F11773_SI,0.003316747,-0.051149535,+,-
r732,M,F11773_SI,0.0054061679,0.0014278529,+,+
r737,M,F11773_SI,0.0064007431,-0.067533502,+,-
r799,M,F11773_SI,-0.014208671,0.1788497114,-,+
r810,M,F11773_SI,-0.014068432,0.0020362908,-,+
r820,M,F11773_SI,-0.003775004,-0.053472875,-,-
r83,M,F11773_SI,0.0125383726,-0.004033666,+,-
r85,M,F11773_SI,-0.003739304,-0.079497214,-,-
r853,M,F11773_SI,0.0028565839,-0.020006342,+,-
r857,M,F11773_SI,0.0238902711,0.1355199437,+,+
r907,M,F11773_SI,-0.00810959,-0.010462822,-,-
w114,M,F11773_SI,-0.007662195,0.1892353385,-,+
w38,M,F11773_SI,-0.010910398,0.1142026983,-,+
w47,M,F11773_SI,-0.006412456,-0.101590958,-,-
w52,M,F11773_SI,-0.013159047,0.0026312645,-,+
w55,M,F11773_SI,-0.003595437,-0.075914351,-,-
w68,M,F11773_SI,-0.003610828,-0.103752603,-,-
w76,M,F11773_SI,0.000874659,0.0911318895,+,+
r101,V,F11773_SI,0.0057160528,0.1192438865,+,+
r136,V,F11773_SI,0.014360457,-0.081702861,+,-
r208,V,F11773_SI,-0.007136996,0.0055622825,-,+
r21,V,F11773_SI,-0.007390676,-0.067007136,-,-
r217,V,F11773_SI,0.0018159522,0.0105512592,+,+
r280,V,F11773_SI,-0.000463219,-0.08788578,-,-
r287,V,F11773_SI,0.0095813425,-0.063677934,+,-
r309,V,F11773_SI,-0.006399735,0.1319894376,-,+
r315,V,F11773_SI,0.0015308635,-0.089066208,+,-
r335,V,F11773_SI,-0.001794294,-0.094409984,-,-
r340,V,F11773_SI,0.0035718785,-0.01467054,+,-
r350,V,F11773_SI,-0.005846271,-0.095131167,-,-
r357,V,F11773_SI,-0.028066273,0.133296035,-,+
r358,V,F11773_SI,-0.002545143,-0.09130454,-,-
r360,V,F11773_SI,0.0046985142,-0.093195556,+,-
r362,V,F11773_SI,-0.002329136,0.1300285358,-,+
r365,V,F11773_SI,-0.003616249,0.1211493013,-,+
r373,V,F11773_SI,-0.006311748,-0.075328828,-,-
r374,V,F11773_SI,0.0126905412,-0.015888451,+,-
r380,V,F11773_SI,0.0045627775,-0.015756902,+,-
r427,V,F11773_SI,-0.004501196,-0.022837718,-,-
r443,V,F11773_SI,-0.006866232,-0.017526395,-,-
r491,V,F11773_SI,0.00998167,0.1180696787,+,+
r502,V,F11773_SI,0.0134438667,0.0662683945,+,+
r517,V,F11773_SI,0.009316418,-0.053557945,+,-
r732,V,F11773_SI,0.0039419953,-0.01535145,+,-
r737,V,F11773_SI,-0.000958067,-0.076690972,-,-
r799,V,F11773_SI,-0.011688338,0.1509778091,-,+
r810,V,F11773_SI,0.0200368888,-0.034709764,+,-
r820,V,F11773_SI,-0.009261496,-0.045849103,-,-
r83,V,F11773_SI,0.0136487558,-0.006162673,+,-
r85,V,F11773_SI,0.0013486153,-0.066943075,+,-
r853,V,F11773_SI,0.0165272777,-0.022765846,+,-
r857,V,F11773_SI,-0.000548132,0.1473432806,-,+
r907,V,F11773_SI,-0.002574899,-0.018786521,-,-
w114,V,F11773_SI,-0.000668745,0.1647637411,-,+
w38,V,F11773_SI,0.003892436,0.135951562,+,+
w47,V,F11773_SI,-0.004608614,-0.103081491,-,-
w52,V,F11773_SI,-0.022745003,0.0102562325,-,+
w55,V,F11773_SI,0.0013124935,-0.074694736,+,-
w68,V,F11773_SI,-0.002903701,-0.104082303,-,-
w76,V,F11773_SI,-0.012754635,0.1026144417,-,+
r208,M,F11799_SI,0.024032131,0.1698058884,+,+
r315,M,F11799_SI,0.0430194727,-0.02793793,+,-
r324,M,F11799_SI,0.059671544,-0.081277632,+,-
r335,M,F11799_SI,-0.139489882,-0.169327947,-,-
r340,M,F11799_SI,0.2070386669,-0.068863442,+,-
r350,M,F11799_SI,0.0203420941,-0.085826357,+,-
r357,M,F11799_SI,0.0335408473,-0.275987038,+,-
r358,M,F11799_SI,0.0275043532,-0.220756144,+,-
r360,M,F11799_SI,-0.092517986,-0.019440099,-,-
r365,M,F11799_SI,-0.005833986,-0.000196726,-,-
r374,M,F11799_SI,-0.018001105,-0.004551761,-,-
r380,M,F11799_SI,-0.010319014,0.0254005567,-,+
r392,M,F11799_SI,0.080293474,-0.302054037,+,-
r427,M,F11799_SI,-0.058482604,-0.057084184,-,-
r491,M,F11799_SI,0.0521257764,0.1331898799,+,+
r502,M,F11799_SI,0.0825116631,-0.048911602,+,-
r517,M,F11799_SI,0.0612938294,-0.011550242,+,-
r732,M,F11799_SI,0.0571290577,-0.01722482,+,-
r737,M,F11799_SI,0.0867439954,-0.010645504,+,-
r799,M,F11799_SI,0.0362371757,-0.045158888,+,-
r820,M,F11799_SI,0.0474158999,-0.002760767,+,-
r857,M,F11799_SI,0.0179715249,-0.0410718,+,-
w114,M,F11799_SI,-0.225400976,0.5885550806,-,+
w38,M,F11799_SI,-0.000180944,0.1738581284,-,+
w47,M,F11799_SI,-0.08055593,0.0110296781,-,+
w55,M,F11799_SI,-0.015967869,0.1895109502,-,+
w59,M,F11799_SI,-0.372697645,0.2999994978,-,+
w68,M,F11799_SI,0.0825764348,-0.10072274,+,-
r208,V,F11799_SI,0.0264287649,0.1132536986,+,+
r315,V,F11799_SI,0.0308930506,-0.027457627,+,-
r324,V,F11799_SI,-0.00073712,-0.001177567,-,-
r335,V,F11799_SI,-0.18631125,-0.037485549,-,-
r340,V,F11799_SI,0.1441673869,-0.084036124,+,-
r350,V,F11799_SI,0.0869468623,-0.24282814,+,-
r357,V,F11799_SI,0.0363131048,-0.185103347,+,-
r358,V,F11799_SI,0.0549894362,-0.170255338,+,-
r360,V,F11799_SI,0.0000959492,-0.125423838,+,-
r365,V,F11799_SI,0.0008429671,0.1038108772,+,+
r374,V,F11799_SI,-0.025474382,-0.028165056,-,-
r380,V,F11799_SI,-0.023594129,0.0323242114,-,+
r392,V,F11799_SI,0.01535907,-0.321273,+,-
r427,V,F11799_SI,-0.11003359,0.0851407642,-,+
r491,V,F11799_SI,0.0580458823,-0.015019187,+,-
r502,V,F11799_SI,0.0211738282,0.0457815964,+,+
r517,V,F11799_SI,0.0915439382,-0.042626479,+,-
r732,V,F11799_SI,0.0562386727,-0.005841924,+,-
r737,V,F11799_SI,0.0228930506,0.1315036986,+,+
r799,V,F11799_SI,-0.01258521,0.1475230223,-,+
r820,V,F11799_SI,-0.038975945,0.1017453289,-,+
r857,V,F11799_SI,-0.008497038,0.1700754902,-,+
w114,V,F11799_SI,0.1305454261,0.0432580439,+,+
w38,V,F11799_SI,0.0308930506,0.0617572197,+,+
w47,V,F11799_SI,-0.123019993,0.0760254377,-,+
w55,V,F11799_SI,-0.025007571,0.0607636808,-,+
w59,V,F11799_SI,-0.294535144,0.1861703653,-,+
w68,V,F11799_SI,0.0414009315,-0.072440259,+,-
r136,M,F11853_SI,-0.021103947,0.1618278792,-,+
r287,M,F11853_SI,0.035921232,-0.278119282,+,-
r309,M,F11853_SI,-0.019668433,0.10403436,-,+
r335,M,F11853_SI,-0.007755952,-0.279922925,-,-
r340,M,F11853_SI,0.0741832765,-0.328149762,+,-
r362,M,F11853_SI,0.023795992,0.0809993303,+,+
r380,M,F11853_SI,0.0438141645,-0.086917902,+,-
r392,M,F11853_SI,0.0445437813,-0.007998273,+,-
r491,M,F11853_SI,0.0276233562,-0.012204355,+,-
r502,M,F11853_SI,-0.005993474,-0.007746238,-,-
r517,M,F11853_SI,0.0051801866,0.145537256,+,+
r732,M,F11853_SI,-0.029663615,0.0033531562,-,+
r737,M,F11853_SI,0.0205583916,0.1092993819,+,+
r810,M,F11853_SI,-0.03916654,0.1191833394,-,+
r820,M,F11853_SI,-0.056581945,0.1442332959,-,+
r85,M,F11853_SI,-0.007462758,-0.168555426,-,-
r853,M,F11853_SI,0.0143341963,0.1002846508,+,+
w114,M,F11853_SI,-0.061030462,0.2988820631,-,+
w38,M,F11853_SI,-0.071163728,0.4576214475,-,+
w55,M,F11853_SI,0.0296362762,-0.555641997,+,-
r136,V,F11853_SI,0.0346594755,0.0295705483,+,+
r287,V,F11853_SI,0.0343332368,-0.293594007,+,-
r309,V,F11853_SI,0.0202331051,0.1040450682,+,+
r335,V,F11853_SI,-0.000513706,-0.276600632,-,-
r340,V,F11853_SI,0.0428439485,-0.317448498,+,-
r362,V,F11853_SI,0.0167139357,0.0090236172,+,+
r380,V,F11853_SI,0.0110538035,-0.013713384,+,-
r392,V,F11853_SI,0.0459832322,0.2301342359,+,+
r491,V,F11853_SI,0.0225019324,-0.032753163,+,-
r502,V,F11853_SI,-0.003087177,0.0666845222,-,+
r517,V,F11853_SI,0.0700767326,0.0970173164,+,+
r732,V,F11853_SI,-0.047929216,0.0341991176,-,+
r737,V,F11853_SI,0.0315074289,0.1154935426,+,+
r810,V,F11853_SI,-0.024855957,0.1245214788,-,+
r820,V,F11853_SI,-0.104927019,0.1465472346,-,+
r85,V,F11853_SI,-0.003055868,-0.184329841,-,-
r853,V,F11853_SI,-0.006672983,0.1679596308,-,+
w114,V,F11853_SI,-0.129695102,0.3552170859,-,+
w38,V,F11853_SI,-0.02328442,0.2033355028,-,+
w55,V,F11853_SI,0.0141146171,-0.565309377,+,-
r315,M,F12153_SI,0.0334363549,0.070289778,+,+
r350,M,F12153_SI,0.0002799558,-0.012466336,+,-
r362,M,F12153_SI,-0.003622799,-0.056038754,-,-
r365,M,F12153_SI,-0.006604944,0.067401231,-,+
r426,M,F12153_SI,0.003092821,0.1242367444,+,+
r443,M,F12153_SI,0.0090063296,-0.102406477,+,-
r732,M,F12153_SI,0.0623440112,-0.087282287,+,-
r737,M,F12153_SI,-0.001692918,-0.081485851,-,-
r799,M,F12153_SI,0.0164358424,0.1157778297,+,+
r83,M,F12153_SI,-0.00239727,-0.078175407,-,-
w47,M,F12153_SI,-0.110277383,0.0401495285,-,+
r315,V,F12153_SI,0.0434675274,0.1006838364,+,+
r350,V,F12153_SI,-0.032342844,0.0633182185,-,+
r362,V,F12153_SI,0.0184226425,-0.070045898,+,-
r365,V,F12153_SI,0.0029382739,0.0405189311,+,+
r426,V,F12153_SI,-0.03192604,0.1667689337,-,+
r443,V,F12153_SI,0.0214639968,-0.100069869,+,-
r732,V,F12153_SI,0.0121928545,-0.049608566,+,-
r737,V,F12153_SI,0.0370522862,-0.142279114,+,-
r799,V,F12153_SI,0.0241787149,0.0670577813,+,+
r83,V,F12153_SI,0.0425301026,-0.175661225,+,-
w47,V,F12153_SI,-0.137977515,0.0993169711,-,+
r315,M,F12466_SI,-0.050044446,0.082461252,-,+
r324,M,F12466_SI,-0.077648166,0.1028120432,-,+
r335,M,F12466_SI,-0.006645787,-0.11749813,-,-
r340,M,F12466_SI,0.0368185462,-0.156265783,+,-
r357,M,F12466_SI,-0.00989383,0.0694061546,-,+
r358,M,F12466_SI,0.0386065156,-0.14103624,+,-
r365,M,F12466_SI,0.0556254449,-0.153905793,+,-
r373,M,F12466_SI,0.0011563916,0.0336656747,+,+
r380,M,F12466_SI,0.0017355014,0.0571285432,+,+
r427,M,F12466_SI,0.0099818994,0.0173576798,+,+
r491,M,F12466_SI,0.0161852197,-0.040754689,+,-
r517,M,F12466_SI,0.0106550151,-0.007973291,+,-
r737,M,F12466_SI,0.0125501685,0.0116299317,+,+
r799,M,F12466_SI,0.0654952029,-0.142572424,+,-
r820,M,F12466_SI,0.0040799351,-0.000372707,+,-
r85,M,F12466_SI,-0.02646154,-0.103444636,-,-
w114,M,F12466_SI,0.012329015,0.0410842073,+,+
w38,M,F12466_SI,0.0109795201,0.0680169988,+,+
w47,M,F12466_SI,-0.031487048,0.1112618313,-,+
w52,M,F12466_SI,-0.138579506,0.1515623197,-,+
w55,M,F12466_SI,0.0035686712,0.0249908375,+,+
w59,M,F12466_SI,0.0178815966,0.0526301224,+,+
w64,M,F12466_SI,0.0299854746,0.0035032362,+,+
w68,M,F12466_SI,0.0168590669,0.0574854695,+,+
w76,M,F12466_SI,0.0110755381,0.0553910652,+,+
w79,M,F12466_SI,-0.014808399,-0.076563674,-,-
r315,V,F12466_SI,-0.053297558,0.0541212364,-,+
r324,V,F12466_SI,-0.071196275,0.1025095648,-,+
r335,V,F12466_SI,-0.004894165,-0.118654799,-,-
r340,V,F12466_SI,0.0529304473,-0.154458317,+,-
r357,V,F12466_SI,-0.013697227,0.0796879246,-,+
r358,V,F12466_SI,0.0462580033,-0.139480738,+,-
r365,V,F12466_SI,0.0574908272,-0.153286909,+,-
r373,V,F12466_SI,0.0064598036,0.0363303619,+,+
r380,V,F12466_SI,0.0211341919,0.0261397784,+,+
r427,V,F12466_SI,0.0038131456,0.0145757227,+,+
r491,V,F12466_SI,0.0054839177,-0.019690798,+,-
r517,V,F12466_SI,0.0325366259,-0.042156926,+,-
r737,V,F12466_SI,0.0203875173,0.0116197016,+,+
r799,V,F12466_SI,0.0664589944,-0.143064398,+,-
r820,V,F12466_SI,-0.006860213,0.0090582837,-,+
r85,V,F12466_SI,-0.04417139,-0.063908468,-,-
w114,V,F12466_SI,0.0198788234,0.0449226675,+,+
w38,V,F12466_SI,0.0190411701,0.0676978914,+,+
w47,V,F12466_SI,-0.047618587,0.1382951924,-,+
w52,V,F12466_SI,-0.121220284,0.1178618088,-,+
w55,V,F12466_SI,0.0114530231,0.0017834426,+,+
w59,V,F12466_SI,0.0087646797,0.0342324313,+,+
w64,V,F12466_SI,0.0185342622,0.0117853701,+,+
w68,V,F12466_SI,0.0119714943,0.0653454619,+,+
w76,V,F12466_SI,-0.019760343,0.0838307044,-,+
w79,V,F12466_SI,-0.019880885,-0.065096193,-,-
r101,M,F12487_SI,0.0104340213,-0.100162387,+,-
r208,M,F12487_SI,0.0199467722,-0.012056324,+,-
r315,M,F12487_SI,-0.041294958,0.0599188585,-,+
r324,M,F12487_SI,-0.020041781,0.0238510989,-,+
r335,M,F12487_SI,0.0082442801,-0.099308071,+,-
r350,M,F12487_SI,0.0024000719,0.0091571433,+,+
r357,M,F12487_SI,0.0123972405,-0.010029686,+,-
r360,M,F12487_SI,-0.070700929,0.0687515352,-,+
r362,M,F12487_SI,0.0044601386,-0.086494668,+,-
r365,M,F12487_SI,0.0066503093,-0.093924599,+,-
r373,M,F12487_SI,0.0030843561,-0.013228483,+,-
r374,M,F12487_SI,-0.002044933,0.0149087327,-,+
r443,M,F12487_SI,0.0047851975,0.0137482056,+,+
r491,M,F12487_SI,0.0187980234,-0.029047735,+,-
r502,M,F12487_SI,-0.051687084,0.017516297,-,+
r517,M,F12487_SI,0.0181573088,0.0100819766,+,+
r732,M,F12487_SI,0.0234341728,-0.006577511,+,-
r737,M,F12487_SI,0.0176462003,-0.029123297,+,-
r820,M,F12487_SI,-0.001778315,0.0354523829,-,+
r83,M,F12487_SI,0.0155196497,-0.017174178,+,-
r907,M,F12487_SI,-0.00906757,0.0313896953,-,+
w38,M,F12487_SI,0.0028039528,0.0483466711,+,+
w47,M,F12487_SI,-0.040057668,0.1361998347,-,+
w52,M,F12487_SI,0.0056089416,-0.096710657,+,-
w55,M,F12487_SI,0.0033227801,0.0117224557,+,+
w59,M,F12487_SI,0.0244011572,0.0093218177,+,+
w64,M,F12487_SI,0.0160917196,-0.025886888,+,-
w68,M,F12487_SI,0.0083940638,0.0258035759,+,+
w76,M,F12487_SI,0.0079805768,0.0875439219,+,+
w79,M,F12487_SI,0.0021123019,0.0160102815,+,+
r101,V,F12487_SI,0.0029779764,-0.094010325,+,-
r208,V,F12487_SI,0.0221980227,-0.032548185,+,-
r315,V,F12487_SI,-0.027227935,0.0722900717,-,+
r324,V,F12487_SI,-0.007931392,0.0034051164,-,+
r335,V,F12487_SI,-0.001836562,-0.087086099,-,-
r350,V,F12487_SI,-0.007450725,0.0051295704,-,+
r357,V,F12487_SI,0.0137803768,0.0159916488,+,+
r360,V,F12487_SI,-0.084625489,0.0881895301,-,+
r362,V,F12487_SI,0.001788062,-0.091801478,+,-
r365,V,F12487_SI,0.0016284417,-0.08864535,+,-
r373,V,F12487_SI,0.0172801523,-0.020198125,+,-
r374,V,F12487_SI,0.005384909,-0.018490179,+,-
r443,V,F12487_SI,0.003575325,-0.005198095,+,-
r491,V,F12487_SI,0.0177013405,-0.01137204,+,-
r502,V,F12487_SI,-0.051567933,0.01138087,-,+
r517,V,F12487_SI,0.0282127746,0.0142099666,+,+
r732,V,F12487_SI,0.0058961231,0.0228286982,+,+
r737,V,F12487_SI,0.0241011051,-0.026340649,+,-
r820,V,F12487_SI,0.0045827322,0.0243491436,+,+
r83,V,F12487_SI,-0.002351362,0.0005801391,-,+
r907,V,F12487_SI,-0.019054287,0.0347756109,-,+
w38,V,F12487_SI,0.0184276467,0.0091104773,+,+
w47,V,F12487_SI,-0.045157888,0.1215888478,-,+
w52,V,F12487_SI,0.0008223645,-0.093551841,+,-
w55,V,F12487_SI,0.0093443368,0.0161310652,+,+
w59,V,F12487_SI,0.0080966617,0.0155641487,+,+
w64,V,F12487_SI,0.0177393711,-0.020472773,+,-
w68,V,F12487_SI,0.0354325767,-0.005211323,+,-
w76,V,F12487_SI,0.0044289631,0.1322412535,+,+
w79,V,F12487_SI,0.0038043099,0.0071603034,+,+
r101,M,F12605_SI,0.0032479944,-0.062013548,+,-
r315,M,F12605_SI,-0.068629878,-0.011308534,-,-
r324,M,F12605_SI,-0.03353926,-0.036238939,-,-
r340,M,F12605_SI,0.0316574531,-0.024244445,+,-
r358,M,F12605_SI,0.0070499688,-0.031581851,+,-
r360,M,F12605_SI,-0.041193288,0.0195024526,-,+
r373,M,F12605_SI,0.03229636,-0.094943835,+,-
r374,M,F12605_SI,0.0034123667,-0.046100255,+,-
r380,M,F12605_SI,0.0073525739,-0.057193942,+,-
r427,M,F12605_SI,-0.024948362,0.034252497,-,+
r491,M,F12605_SI,0.0144603649,0.0255095759,+,+
r517,M,F12605_SI,0.0103993714,0.0195752342,+,+
r737,M,F12605_SI,-0.005940091,-0.000780236,-,-
r799,M,F12605_SI,0.0122554653,-0.028765728,+,-
r820,M,F12605_SI,-0.00460867,-0.143166651,-,-
w114,M,F12605_SI,-0.015230795,0.2623912251,-,+
w38,M,F12605_SI,0.0183407107,-0.010272229,+,-
w47,M,F12605_SI,0.0091725173,0.057637827,+,+
w52,M,F12605_SI,0.0157686648,0.0107262892,+,+
w55,M,F12605_SI,-0.031021863,0.0774129749,-,+
w59,M,F12605_SI,0.0319901464,-0.040168993,+,-
w64,M,F12605_SI,-0.007414728,-0.064692488,-,-
w68,M,F12605_SI,0.0136820844,0.223467478,+,+
w76,M,F12605_SI,0.0214408928,-0.079003879,+,-
r101,V,F12605_SI,0.0108634953,-0.044948175,+,-
r315,V,F12605_SI,-0.079009328,0.0030224054,-,+
r324,V,F12605_SI,-0.037554463,-0.029333347,-,-
r340,V,F12605_SI,0.0386257715,-0.05844115,+,-
r358,V,F12605_SI,0.0175363116,-0.036522604,+,-
r360,V,F12605_SI,-0.029933681,-0.024212676,-,-
r373,V,F12605_SI,0.0126499208,-0.08845838,+,-
r374,V,F12605_SI,0.023783639,-0.057585909,+,-
r380,V,F12605_SI,0.0147869226,-0.050372128,+,-
r427,V,F12605_SI,-0.010956892,0.0188193519,-,+
r491,V,F12605_SI,0.0255120288,0.019975406,+,+
r517,V,F12605_SI,0.028504153,-0.027036985,+,-
r737,V,F12605_SI,0.0252769856,-0.035999438,+,-
r799,V,F12605_SI,0.0219495471,-0.037732909,+,-
r820,V,F12605_SI,-0.006478999,-0.143323354,-,-
w114,V,F12605_SI,-0.059501245,0.366994194,-,+
w38,V,F12605_SI,0.0094773864,-0.003041372,+,-
w47,V,F12605_SI,0.0116553763,0.0429485912,+,+
w52,V,F12605_SI,0.0162764864,0.0083781604,+,+
w55,V,F12605_SI,-0.021418573,0.0636004631,-,+
w59,V,F12605_SI,-0.000188172,-0.004215213,-,-
w64,V,F12605_SI,-0.00519942,-0.064708287,-,-
w68,V,F12605_SI,-0.020429819,0.2456803718,-,+
w76,V,F12605_SI,0.0137725696,-0.063487015,+,-
r324,M,F12816_SI,0.0593225499,-0.033259194,+,-
r357,M,F12816_SI,-0.033472458,0.2575003075,-,+
r365,M,F12816_SI,0.0754625597,0.082175906,+,+
r373,M,F12816_SI,0.0445202768,-0.003348711,+,-
r380,M,F12816_SI,0.0316994813,0.0979241816,+,+
r427,M,F12816_SI,0.0457814273,0.2743155398,+,+
r491,M,F12816_SI,0.0591189081,-0.088874616,+,-
r517,M,F12816_SI,0.0198749223,-0.01144286,+,-
r799,M,F12816_SI,0.0963677915,-0.063557964,+,-
r820,M,F12816_SI,-0.014649862,-0.281712715,-,-
w114,M,F12816_SI,-0.003233826,-0.126392863,-,-
w38,M,F12816_SI,0.0273933669,-0.213113866,+,-
w47,M,F12816_SI,-0.049748315,-0.000271618,-,-
w52,M,F12816_SI,0.0656054749,-0.393766177,+,-
w55,M,F12816_SI,0.0511494913,-0.075013773,+,-
w59,M,F12816_SI,-0.065835006,-0.200490616,-,-
w64,M,F12816_SI,-0.173957771,0.1390971435,-,+
w67,M,F12816_SI,0.0202766747,-0.143332436,+,-
w68,M,F12816_SI,-0.31983834,0.870692355,-,+
w76,M,F12816_SI,0.0336927395,-0.043854511,+,-
w79,M,F12816_SI,0.0304699132,-0.043273512,+,-
r324,V,F12816_SI,-0.011120861,0.007132799,-,+
r357,V,F12816_SI,-0.064798235,0.3972353826,-,+
r365,V,F12816_SI,0.0497132023,0.1889078214,+,+
r373,V,F12816_SI,0.0421982044,-0.136107356,+,-
